#####################################################################
# Alchemist log file - simulation started at: 2024-04-04T10:28+0000 #
#####################################################################
#
# seed = 12
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.554231729301266 2.629928962057057 1.4998664485053252
2.0 1.1804219852348283 2.660638084863835 1.519871062655494
3.0 1.178517015732083 2.586454083992666 1.5220642294491313
4.0 1.1468876074865366 2.5280588251943823 1.5022134469041604
5.0 1.0735319874062816 2.4624097247285492 1.4853947363308446
6.0 1.002619935884709 2.376097458688137 1.4678153943492764
7.0 0.9857438908736004 2.313095947059832 1.4512980225716807
8.0 0.9445458978721814 2.230049005629083 1.4341200979630382
9.0 0.9136602768386741 2.156187511908713 1.4177117830663841
10.0 0.8791696401867959 2.1677525409245653 1.4024720564664337
11.0 0.8428933919228472 2.1314282519745107 1.3879369379414932
12.0 0.8027725166974464 2.120056382669494 1.3712363758135877
13.0 0.7478736702527403 2.1321755289752624 1.3553582399073212
14.0 0.7087346219584356 2.144113365003242 1.3398161974509382
15.0 0.7006557068191428 2.0860199474105885 1.3256218238783284
16.0 0.6821343867148612 2.0318621206487135 1.309792712356167
17.0 0.633628027889352 2.008052138180644 1.2963316310225081
18.0 0.6164557101255822 1.9749260882740578 1.2826201997188746
19.0 0.5844545760294342 1.970774354372748 1.2692725159175389
20.0 0.5933947726742022 1.9835888354972475 1.255436773706842
21.0 0.5876513877635997 2.0038924089364945 1.2400729457206463
22.0 0.5535690452104299 2.002531726414869 1.2250851497365436
23.0 0.5254160871936427 2.0228715940085165 1.2107793674586358
24.0 0.499786142708283 2.0676934620798795 1.1964362210532016
25.0 0.4719108763541541 2.088237797539687 1.1813464405474496
26.0 0.41218086877983817 2.1207656698714423 1.1661203716594186
27.0 0.37088793139002857 2.1700007878147876 1.151201007340703
28.0 0.3311014610268882 2.2157088571184005 1.1383891568863453
29.0 0.3236637428315894 2.2356314302460065 1.1277424934294753
30.0 0.33738086536632617 2.267938121062527 1.1168020847404014
31.0 0.3260940287191693 2.3021403007761294 1.1038577586987373
32.0 0.3193417800971646 2.3279421659285857 1.091359204325775
33.0 0.3222557130554166 2.3319353439253905 1.0795187319922883
34.0 0.3303384798179317 2.3372746982919947 1.0688054207446795
35.0 0.31150248403246467 2.3304639408892194 1.0594564560664217
36.0 0.2979351288179289 2.2948351880937405 1.0484756804200484
37.0 0.3118138765957039 2.2488217516236797 1.0366947321366053
38.0 0.2819982663625834 2.2670601944152926 1.0232123301244445
