#####################################################################
# Alchemist log file - simulation started at: 2024-04-04T09:43+0000 #
#####################################################################
#
# seed = 6
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.5919541583974458 2.751793632991893 1.5101955582054354
2.0 1.1834868093501942 2.1991702319174946 1.5450385570374352
3.0 1.1705520169778736 2.2272225060658504 1.5476558887780927
4.0 1.1355608935690402 2.1857515647708565 1.530129325237979
5.0 1.100857037672023 2.152591140367679 1.514138135163375
6.0 1.0552739425702362 2.1726481812961667 1.4984528315950572
7.0 1.0129826687599635 2.171826618228217 1.4821155104112242
8.0 0.9634281422412609 2.139131224526494 1.4659728210778078
9.0 0.905984272202948 2.1063504486739064 1.4501552618407032
10.0 0.8507518325561902 2.0762818245679493 1.4343063479960494
11.0 0.7968919641531913 2.025928416961521 1.418613520902549
12.0 0.7461943227547241 2.0501841322380825 1.4042301732898925
13.0 0.695317392227303 2.070124353550414 1.3895734979320362
14.0 0.6107322129083651 2.0844270598830374 1.3738868392900874
15.0 0.5616887248637373 2.0686601912977665 1.3586688640928055
16.0 0.5261020052277774 2.0861377979404923 1.3423035256386568
17.0 0.5249415326766657 2.0607455057160533 1.3262393796444192
18.0 0.5072345648415789 2.082537043038694 1.3129389962955955
19.0 0.4724335158102681 2.102518190057721 1.2987494058002609
20.0 0.4249639244120158 2.0761965076599758 1.2854375438359589
21.0 0.40562808058047495 2.0253483164080355 1.2710694549325723
22.0 0.3988961934783874 2.0400922679398183 1.2567106672302144
23.0 0.3879309919819507 2.0708301704984238 1.2440501835943694
24.0 0.36384132663171825 2.06097295646005 1.2321889800023271
25.0 0.4051493581021622 2.083707327669733 1.219776371413395
26.0 0.40105973044033244 2.07471549844636 1.205157026287375
27.0 0.39764732724523044 2.063833798061773 1.190234086899411
28.0 0.390639971290135 2.053707943190284 1.1756692741071246
29.0 0.3464350019100455 2.0443842367625464 1.1624266789411284
30.0 0.3341150172528444 2.044384236762546 1.1494178711290417
31.0 0.30739447187674546 2.017551703082897 1.136529795231642
32.0 0.29292715436682737 1.9739582663950315 1.1236073708638796
33.0 0.2902567019680078 1.9656588257345966 1.1102020317285735
34.0 0.29525638106110874 1.9563077400260767 1.0951454233510205
35.0 0.27917611902014167 1.9649152047828853 1.0803333816422074
36.0 0.26634238968088714 1.9736081864550337 1.065416915423254
37.0 0.2839858950350137 1.9848945267261566 1.0507831959414782
38.0 0.27490409774888497 2.0219780585620084 1.034470381760796
