#####################################################################
# Alchemist log file - simulation started at: 2024-04-04T12:41+0000 #
#####################################################################
#
# seed = 13
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.4740129232966277 2.4387451012464405 1.4928352844398307
2.0 1.147887805278912 2.2085661615530645 1.5096781014970455
3.0 1.1493887134106977 2.189532045775608 1.5138833735055146
4.0 1.1007477675881852 2.1570725756843783 1.492527913476381
5.0 1.0216202607104745 2.126972565344637 1.4756703599896952
6.0 0.9983509387030537 2.0988202327446146 1.4590728113002358
7.0 0.9559316590378633 2.092263433430887 1.4420117385419562
8.0 0.9479282970686335 2.079368965535891 1.4259136471424878
9.0 0.876637354259838 2.0616381749370456 1.4102873180667124
10.0 0.7931973488771986 2.0557374964714485 1.3951890973386352
11.0 0.7339268937571697 2.061782206788058 1.3799831955795958
12.0 0.679139412475685 2.0622769564377377 1.3659761652121976
13.0 0.6224915022103757 2.060088169393535 1.350229542628122
14.0 0.5346486867163192 2.067477739577363 1.3343040411983165
15.0 0.4910731389670403 2.083773324888645 1.3198436394067679
16.0 0.44768083514596907 2.085019687408575 1.3061032995304442
17.0 0.42539978678152235 2.0822680807481304 1.294197410020769
18.0 0.3959353823748639 2.0714970455810935 1.281208431513731
19.0 0.3741829847745352 2.0789477331497417 1.2683532510007611
20.0 0.33853128244589714 2.0839062851595664 1.2559249792907605
21.0 0.31755270817941467 2.077197251018161 1.242527919647237
22.0 0.3184100819674517 2.075978852668791 1.2299654698318587
23.0 0.3532899304141202 2.0571487069758425 1.2174361030449588
24.0 0.324799054532447 2.0973759171312314 1.2036246416363268
25.0 0.2961354506164053 2.11814977811078 1.1902977510690622
26.0 0.2662618280652418 2.1208858679292706 1.1768147729792497
27.0 0.2438272770499954 2.1153093572469035 1.162473023832244
28.0 0.26573648154031787 2.107461245300974 1.1494206557988798
29.0 0.3004453666822654 2.076271583110788 1.1371489044965644
30.0 0.2968706048895461 2.0720524195672865 1.12460541445486
31.0 0.29073498676202886 2.0629180764871946 1.1124276369663864
32.0 0.27101207306627195 2.0809544813650156 1.099946770043131
33.0 0.27675782882120564 2.1347321931860215 1.088124186830426
34.0 0.25028864534571904 2.1923564522562216 1.0750602456422944
35.0 0.2459131390540276 2.194943402627273 1.0617815374462871
36.0 0.26339802833858605 2.190600734808462 1.0484770000592851
37.0 0.26786336786384674 2.1689812655392244 1.034929884174218
38.0 0.27220689336660814 2.147958622077014 1.0211692189264885
